"knr","aar","knavn","Menn_ya_p","Kvinner_ya_p","Totalt_ya_p","inc_k1","inc_k5","mf_uni_k","m_uni_k","f_uni_k","mf_uni_l","m_uni_l","f_uni_l","Trade_pc"
"1638","1535","2015","Vestnes",60.4764638346728,56.4205955334988,58.5271317829457,22,17.7,16,12.2,20.2,4.1,4.3,3.9,58052
"1639","1535","2016","Vestnes",60.4536202384414,55.5800756620429,58.1152624413856,22.4,17.1,16.2,12.3,20.5,4.1,4.1,4.1,60741
"1640","1535","2017","Vestnes",59.2267135325132,55.8014543155232,57.5794435152805,22.7,17.1,16.9,12.7,21.6,4.1,3.9,4.3,56644
"1641","1539","2008","Rauma",58.1389039609333,52.8838342810723,55.5088765415368,19.9,16.5,14.9,12.1,17.8,2.1,2.5,1.8,58277
"1642","1539","2009","Rauma",58.4552845528455,52.9571351058058,55.7077006507592,20.1,17,15.3,12.3,18.3,2.3,2.8,1.9,59297
"1643","1539","2010","Rauma",58.9184826472962,53.1385281385281,56.0366922973155,20.1,17,15.6,12.5,18.7,2.4,2.6,2.1,58594
"1644","1539","2011","Rauma",58.4722969338354,53.2319391634981,55.8648648648649,19.8,17.7,16.2,13,19.4,2.4,2.7,2.1,58859
"1645","1539","2012","Rauma",58.3266719957367,53.3605442176871,55.8696822832526,19.8,17.5,16.6,13.3,19.9,2.5,2.8,2.2,59937
"1646","1539","2013","Rauma",57.8145872294951,53.7520391517129,55.8011049723757,20,17.4,16.9,13.3,20.4,2.6,2.8,2.4,61817
"1647","1539","2014","Rauma",56.8882978723404,53.4524776604387,55.1858312089092,19.5,17,17.3,13.4,21.3,3.1,3.3,2.8,64304
"1648","1539","2015","Rauma",56.0337998415633,53.7998906506288,54.936198791135,19.4,16.7,17.9,13.6,22.4,3.4,3.8,3.1,66993
"1649","1539","2016","Rauma",56.2140992167102,53.9322774440197,55.0987720234917,20.5,16.9,18.3,14.2,22.6,3.5,3.6,3.4,68487
"1650","1539","2017","Rauma",56.4797913950456,53.7077426390403,55.1246168199387,20.8,17.3,18.7,14.4,23.3,3.8,3.8,3.8,71578
"1651","1547","2008","Aukra",57.2687224669604,53.2492113564669,55.2614996849401,13.6,25.2,17.8,14.1,21.6,2.1,2.4,1.7,29987
"1652","1547","2009","Aukra",56.9105691056911,53.219696969697,55.0738297203896,15.3,24,18.4,14.1,22.6,2.3,2.9,1.6,28926
"1653","1547","2010","Aukra",56.9557080474111,53.2956685499058,55.1314142678348,14.9,22.9,18.9,14.6,23.2,2.5,2.8,2.1,28210
"1654","1547","2011","Aukra",57.1779141104294,53.3662754786906,55.2785472453063,14.3,21.6,19,14.2,23.8,2.9,3.2,2.6,28650
"1655","1547","2012","Aukra",56.9872958257713,53.0562347188264,55.031924597142,14.7,22.2,19.5,14.5,24.6,3,3.3,2.8,31152
"1656","1547","2013","Aukra",56.6587395957194,53.2890766445383,54.9865229110512,14.5,23.3,20.3,14.8,25.8,3.2,3.6,2.9,28433
"1657","1547","2014","Aukra",55.8030480656506,53.1418312387792,54.4862303819959,14.7,23.6,20.8,15.7,26.1,4,4.3,3.8,30667
"1658","1547","2015","Aukra",55.5492316448492,52.7794031597425,54.1834968263127,16.7,22.6,20.5,15.5,25.8,3.9,4.1,3.6,30389
"1659","1547","2016","Aukra",55.6677890011223,52.6497695852535,54.1785105173394,16.1,22,21,15.4,26.7,4.2,3.9,4.4,30815
"1660","1547","2017","Aukra",55.7239057239057,52.8611898016997,54.2994079503806,16.2,21,21,15.2,26.9,4.3,4.3,4.4,37919
"1661","1548","2008","Fræna",59.948152948801,55.8114035087719,57.8953096093155,17.4,22.1,13.4,8.5,18.2,1.9,2.5,1.3,47149
"1662","1548","2009","Fræna",60.0776029316663,55.6301429190126,57.8589175758885,17.9,21.2,13.6,8.6,18.6,2.1,2.7,1.5,47392
"1663","1548","2010","Fræna",59.5116772823779,56.2689148292261,57.9048843187661,18.2,21.7,14.1,8.8,19.6,2.2,2.7,1.6,47199
"1664","1548","2011","Fræna",59.9448100191042,55.9505744634728,57.968682968683,18.7,21.3,14.9,9.2,20.8,2.2,2.8,1.7,48908
"1665","1548","2012","Fræna",59.6952619494886,55.6999786916684,57.7182623365669,18.2,21.3,15.2,9.3,21.2,2.3,2.7,1.9,49365
"1666","1548","2013","Fræna",59.7285067873303,55.5976430976431,57.6867068857916,18.9,20.7,15.7,9.7,21.7,2.5,3,2.1,49768
"1667","1548","2014","Fræna",59.5432300163132,54.9833887043189,57.2839506172839,18.6,20.6,16.4,10.6,22.5,3.1,3.6,2.6,53611
"1668","1548","2015","Fræna",59.0434083601286,55.2276034088547,57.1676714008378,18.1,21.2,16.5,10.6,22.6,3.1,3.4,2.7,55402
"1669","1548","2016","Fræna",59.6188931684573,54.7867892976589,57.2398888545848,17.8,20.6,16.8,10.8,23,3.2,3.4,2.9,57882
"1670","1548","2017","Fræna",58.890238963143,54.3826774932334,56.6676932553126,17.9,19.6,17.2,10.7,23.9,3.3,3.4,3.1,55859
"1671","1554","2008","Averøy",57.6992426974396,56.1810574362876,56.9603850425768,19.1,21.8,15.6,11.3,20.2,1.9,2.2,1.6,46927
"1672","1554","2009","Averøy",57.4437700821135,56.4131668558456,56.9434239529758,19.2,22,15.7,11.1,20.4,2.2,2.6,1.7,46706
"1673","1554","2010","Averøy",56.8725455194573,56.9506726457399,56.9107175461019,19.7,22.7,16.2,11.6,20.9,2.2,2.6,1.9,45663
"1674","1554","2011","Averøy",57.0667613636364,56.9526627218935,57.0108695652174,18.8,23.9,16.4,11.6,21.4,2.6,2.8,2.5,46830
"1675","1554","2012","Averøy",57.7136900625434,55.9852670349908,56.8746647595208,18.5,24,16.8,12.3,21.6,2.8,2.9,2.8,49031
"1676","1554","2013","Averøy",58.3333333333333,55.7106132941609,57.0695452132366,18.6,23.7,17.1,12.5,22,2.9,2.8,2.9,49550
"1677","1554","2014","Averøy",57.930798218568,56.1054913294798,57.0423773518551,18.5,23,18.1,13.2,23.3,3.3,3.2,3.5,49462
"1678","1554","2015","Averøy",57.5991930060525,56.4893617021277,57.0590265792199,19,23.4,18.2,12.9,23.8,3.4,3.5,3.4,51323
"1679","1554","2016","Averøy",57.4353810003357,55.7428872497366,56.6083075866804,19.1,22.4,18.5,13,24.3,3.7,3.6,3.9,54890
"1680","1554","2017","Averøy",57.0140280561122,55.8001397624039,56.4207650273224,20.1,21.6,18.7,13.1,24.6,3.9,3.7,4.1,55388
"1681","1563","2008","Sunndal",58.9840583626047,55.2516411378556,57.1292646459155,17.9,19.5,15.3,12.2,18.3,3.8,5.3,2.3,70436
"1682","1563","2009","Sunndal",59.2261904761905,55.245138318269,57.2478562678644,19.1,18.6,15.7,12.1,19.3,3.8,5.2,2.5,69733
"1683","1563","2010","Sunndal",59.4091903719913,55.3537021745114,57.3878446974894,20,16.8,16.2,12.6,19.6,3.7,5,2.5,72176
"1684","1563","2011","Sunndal",59.5768068150591,55.6229327453142,57.602862254025,20.2,17.5,16.3,12.7,19.8,3.9,5.1,2.6,75020
"1685","1563","2012","Sunndal",59.1123439667129,55.3884711779449,57.2540300166759,20.5,16.7,16.6,13.1,20,4,5.3,2.8,76923
"1686","1563","2013","Sunndal",59.1097594691733,55.7134894091416,57.4184594031922,21.1,16.6,16.8,13,20.6,4.1,5.2,3.1,76935
"1687","1563","2014","Sunndal",59.2777777777778,55.6706804816578,57.4815228001673,21.3,17.6,17,13.2,20.8,4.3,5.2,3.4,80502
"1688","1563","2015","Sunndal",58.6662992559934,55.5303460011344,57.120894479385,20.6,18.3,17.4,13.6,21.3,4.6,5.4,3.7,81873
"1689","1563","2016","Sunndal",58.7845303867403,54.8305084745763,56.8296089385475,20.5,19.3,17.9,13.8,22,4.8,5.5,4,86228
"1690","1563","2017","Sunndal",59.0127565169163,55.2272727272727,57.1428571428571,20,19.1,18.5,14.3,23,5,5.7,4.3,85558
"1691","1566","2008","Surnadal",57.0630749014455,54.0901502504174,55.5886736214605,20.5,14.1,14.5,11.4,17.5,2.6,2.9,2.3,72121
"1692","1566","2009","Surnadal",56.6491112574062,54.1525995948683,55.4166666666667,19.9,13.6,14.6,11.2,18.1,3,3.3,2.6,73806
"1693","1566","2010","Surnadal",56.6952506596306,54.7195622435021,55.7253190060443,19.6,13.7,15.1,11.7,18.8,3,3.1,2.8,75050
"1694","1566","2011","Surnadal",56.1015831134565,54.4394926294138,55.2866027903849,19.8,13.1,15.3,11.4,19.3,2.9,3.1,2.7,77381
"1695","1566","2012","Surnadal",56.4473684210526,54.3612637362637,55.426747311828,19.5,14.9,15.5,11.6,19.4,3.1,3.2,3,78957
"1696","1566","2013","Surnadal",56.2913907284768,54.2827657378741,55.3062257465834,19.8,15.3,15.9,11.9,20.1,3,3.1,3,80896
"1697","1566","2014","Surnadal",56.8421052631579,54.0837336993823,55.492106147128,19.9,14.3,16.4,12,21,3.3,3.3,3.3,83842
"1698","1566","2015","Surnadal",57.0256073539068,53.6518771331058,55.3714859437751,20.5,15.2,16.8,12.4,21.5,3.4,3.3,3.4,85354
"1699","1566","2016","Surnadal",56.997705670272,53.6668951336532,55.3694086111576,20.3,16.3,17.1,12.6,21.7,3.5,3.2,3.9,88653
"1700","1566","2017","Surnadal",56.9603668522764,54.2788953290147,55.6465085198797,20.5,16.2,17.6,12.7,22.6,3.7,3.5,3.9,89946
"1701","1601","2008","Trondheim",64.301703163017,61.1210854189008,62.703779261582,22.3,18.9,24.2,20.6,27.7,11.5,14.8,8.3,87827
"1702","1601","2009","Trondheim",64.4419818402803,61.3232940060473,62.8788103912467,22.1,19.3,24.6,20.9,28.3,11.9,15.1,8.8,89346
"1703","1601","2010","Trondheim",64.2751946139281,61.384132486941,62.8311180792811,21.7,19.7,25,21.1,28.9,12.3,15.5,9.2,90430
"1704","1601","2011","Trondheim",64.3326089706001,61.4878688751979,62.9140103524204,21.8,19.8,25.4,21.4,29.4,13,16,10,90802
"1705","1601","2012","Trondheim",64.4992104669524,61.6036401788158,63.0594052668587,21.9,19.8,25.9,22,29.9,13.5,16.3,10.7,92364
"1706","1601","2013","Trondheim",64.7352437745017,61.6119007819424,63.18589586626,20.2,20.5,26.4,22.5,30.4,13.7,16.4,11.1,91892
"1707","1601","2014","Trondheim",64.6473101214223,61.6090268985584,63.1444502430851,20,20.5,26.7,22.8,30.7,14.4,16.8,12,94794
"1708","1601","2015","Trondheim",64.6992175809141,61.6778259157148,63.206098615917,19.6,20.4,26.9,22.8,31,15.3,17.6,12.9,96346
"1709","1601","2016","Trondheim",64.7025334471961,61.6894769842814,63.2148938100804,19.7,20.7,27.3,23.2,31.4,15.6,17.7,13.5,98583
"1710","1601","2017","Trondheim",64.490210087079,61.7798370346701,63.1541918682796,20.3,20.7,27.6,23.5,31.9,16,17.8,14.1,99149
"1711","1617","2008","Hitra",59.2080152671756,53.8801571709234,56.5827686350436,27,11.8,12.5,10.2,14.8,2.4,2.6,2.1,74503
"1712","1617","2009","Hitra",59.593572778828,54.5588960078857,57.1290711700844,28,13.2,13,10.5,15.6,2.7,3,2.3,80113
"1713","1617","2010","Hitra",60.1999091322126,55.4257907542579,57.8947368421053,27.4,12.8,13.3,10.4,16.3,2.8,2.9,2.7,81583
"1714","1617","2011","Hitra",60.3532008830022,56.144578313253,58.3410138248848,27.7,13.3,13.7,11,16.6,3.3,3.1,3.4,81760
"1715","1617","2012","Hitra",60.9395389299696,55.952380952381,58.558763355308,26.5,12,14.3,11.4,17.3,3.4,3.5,3.2,86142
"1716","1617","2013","Hitra",60.0254885301614,56.1940650023552,58.2086218449855,25.9,13.7,14.4,11.3,17.5,3.3,3.3,3.3,86266
"1717","1617","2014","Hitra",59.7550675675676,56.5923862581244,58.2485625829279,26.8,14.1,15,12.2,18,4.2,3.8,4.6,88644
"1718","1617","2015","Hitra",60,56.0529922338968,58.1089954038083,26.2,15.5,15,11.6,18.7,4.5,4.7,4.3,88105
"1719","1617","2016","Hitra",59.4359187059311,55.4047942107644,57.5075724794461,25.3,14.5,15.4,11.4,19.9,4.7,4.4,5,92690
"1720","1617","2017","Hitra",58.5825481360098,56.8981064021641,57.7806396222365,23.2,14.5,16.2,12,20.7,4.9,4.6,5.3,90715
"1721","1620","2008","Frøya",58.9893100097182,53.3077660594439,56.1293436293436,25.8,13.2,11.1,8.6,13.6,1.9,2.2,1.6,57427
"1722","1620","2009","Frøya",59.3882352941176,53.7320574162679,56.5836298932384,24.1,13.6,11.6,9.1,14.1,2.1,2.4,1.7,55994
"1723","1620","2010","Frøya",60.3369763205829,54.5325779036827,57.487250811312,23.6,13.7,12.4,9.6,15.3,2.2,2.4,2,54156
"1724","1620","2011","Frøya",59.9181073703367,54.5112781954887,57.2584373555247,22.9,15.2,13.3,10.3,16.4,2.3,2.5,2.2,60442
"1725","1620","2012","Frøya",60.4744852282901,55.1288056206089,57.8622110322728,22,15.2,13.7,10.4,17.1,2.5,2.6,2.4,63074
"1726","1620","2013","Frøya",61.3084922010399,55.368516833485,58.4110075454949,20.9,17.3,14.3,10.7,18.1,2.6,2.7,2.4,64206
"1727","1620","2014","Frøya",61.3481228668942,55.6059918293237,58.5660875302397,22,16.6,15.3,11.6,19.4,3.7,3.9,3.6,66905
"1728","1620","2015","Frøya",61.6506877865777,55.6599552572707,58.761329305136,22.2,16.1,16.6,12.5,21.3,4.3,4.1,4.4,68244
"1729","1620","2016","Frøya",62.7944111776447,56.2336530078465,59.6582621379454,21.9,17.3,16.8,13.1,21,5.2,5,5.4,67888
"1730","1620","2017","Frøya",63.4772462077013,57.3119188503804,60.5225845655256,21,17.4,17.2,13.6,21.2,5,4.5,5.7,68639
"1731","1624","2008","Rissa",56.7958179581796,53.7251123956326,55.2937480364436,22.4,17,14.1,11.4,16.8,2.3,2.6,1.9,49604
"1732","1624","2009","Rissa",55.9630200308166,53.530534351145,54.7660040694944,22,16.3,14.8,11.9,17.7,2.6,3,2.1,51115
"1733","1624","2010","Rissa",56.6198901769372,53.9506953223767,55.3089102763117,21.6,16.3,15,12,17.9,2.7,3,2.5,53351
"1734","1624","2011","Rissa",56.5942244715689,54.0829145728643,55.3721534464313,21.6,15.6,14.9,12,17.9,2.8,2.9,2.7,55496
"1735","1624","2012","Rissa",56.563245823389,53.776245691006,55.2040348464007,22.6,16,15.4,12.5,18.4,2.8,3,2.6,58750
"1736","1624","2013","Rissa",57.5231481481482,53.5982478097622,55.6374022850271,22.2,17.2,15.5,12.2,18.9,3,3.2,2.7,58140
"1737","1624","2014","Rissa",57.2961995938497,53.8293216630197,55.6274450797472,21.2,16.5,16.3,13.1,19.8,3.3,3.7,3,59962
"1738","1624","2015","Rissa",57.0727482678984,54.1095890410959,55.6470940683044,23.2,15.1,16.6,13,20.4,3.6,3.5,3.6,61213
"1739","1624","2016","Rissa",56.9055944055944,53.8916562889166,55.4485249849488,22.7,16.5,17,13,21.2,3.6,3.7,3.5,65756
"1740","1624","2017","Rissa",56.25,53.6516853932584,54.9939649969825,23.5,15.8,17,13,21.4,3.6,3.7,3.5,63939
"1741","1627","2008","Bjugn",56.500872600349,53.2871972318339,54.887054735013,25,13.8,12.8,10.1,15.4,2.1,2.9,1.2,42653
"1742","1627","2009","Bjugn",56.5352237483385,52.8690319754709,54.6916299559471,24.8,14.1,13,10.1,15.8,2.1,2.8,1.3,47136
"1743","1627","2010","Bjugn",56.3274336283186,53.2342657342657,54.7713280562885,24.9,14.4,13.6,10.3,16.9,2.2,2.9,1.6,50806
"1744","1627","2011","Bjugn",55.9329510366123,53.5822839774208,54.7483588621444,25.6,13.8,14.6,10.8,18.2,2.3,3,1.7,52742
"1745","1627","2012","Bjugn",55.3398058252427,53.9689387402934,54.6465968586387,25.7,13.6,14.8,11.3,18.3,2.5,3,2,53417
"1746","1627","2013","Bjugn",54.7218628719275,53.7084398976982,54.2122186495177,25.2,13,15.6,11.9,19.1,2.6,3.1,2.1,55367
"1747","1627","2014","Bjugn",55.1651143099069,54.4487015751384,54.8078964126512,25.5,13.9,15.8,12,19.5,2.9,3.5,2.2,60221
"1748","1627","2015","Bjugn",55.1097972972973,54.7933532168726,54.9522799575822,24.6,13.5,16.5,12.6,20.4,2.9,3.1,2.7,57035
"1749","1627","2016","Bjugn",54.7599337748344,54.2530681337283,54.5093115714585,23.2,13.7,17,12.4,21.6,2.9,3.3,2.5,57328
"1750","1627","2017","Bjugn",55.0885867325917,53.4446764091858,54.2720862712567,24,13.1,17.2,12.6,21.8,3.4,3.9,3,58916
"1751","1634","2008","Oppdal",57.7681874229346,54.8795180722892,56.3071297989031,22.4,14.9,15.9,12.3,19.3,3,4.1,1.9,94448
"1752","1634","2009","Oppdal",57.6852418860992,54.6238477549807,56.1321466284508,22.9,14,15.9,12.1,19.6,3.2,4.3,2.1,95567
"1753","1634","2010","Oppdal",57.5526396093988,55.8027660853879,56.6712100560351,22.4,15,16.6,12.4,20.6,3.3,4.4,2.2,97232
"1754","1634","2011","Oppdal",57.5143634714243,55.112293144208,56.2995068001793,22.2,14.5,17.2,12.9,21.2,3.5,4.6,2.4,98302
"1755","1634","2012","Oppdal",57.5649059982095,54.9941245593419,56.2694300518135,22.6,13.9,17.6,13.2,22,3.6,4.6,2.7,101200
"1756","1634","2013","Oppdal",57.566765578635,54.9941588785047,56.2702384456874,22.4,14.5,18,13.7,22.3,3.7,4.7,2.7,104322
"1757","1634","2014","Oppdal",57.5981115373266,54.7737226277372,56.1784561197534,23.3,14.7,18.5,13.9,23,4.2,4.9,3.4,105838
"1758","1634","2015","Oppdal",57.080035180299,54.344667247893,55.7063631056626,23.5,14.8,18.7,14.2,23.2,4.4,4.9,3.8,99403
"1759","1634","2016","Oppdal",57.2379849449913,53.7878787878788,55.5184432181237,22.9,15.3,19,14.2,23.8,4.6,5.1,4.1,101753
"1760","1634","2017","Oppdal",57.1305595408895,53.7557339449541,55.442420765811,22.3,15.7,19.1,14,24.3,4.9,5.4,4.4,102863
"1761","1636","2008","Meldal",58.7474120082816,51.8824136152656,55.3087057607853,23.9,11.6,13.2,10.9,15.4,1.7,2.1,1.3,38250
"1762","1636","2009","Meldal",58.6844809866393,52.073732718894,55.3731726083611,24.7,11.9,13.5,10.8,16.1,1.9,2.2,1.5,36801
"1763","1636","2010","Meldal",59.480122324159,52.7068437180797,56.0969387755102,23.7,12.6,13.6,10.4,16.9,1.7,2,1.5,38943
"1764","1636","2011","Meldal",58.6810922205049,53.0071355759429,55.8288496028696,23.1,10.9,13.9,10.7,17.2,1.9,2.2,1.6,40894
"1765","1636","2012","Meldal",58.0316165221826,53.6933265410087,55.8613659531091,22.3,11.9,13.7,10.1,17.3,2,2.3,1.6,39506
"1766","1636","2013","Meldal",58.2066869300912,53.8886101354742,56.0373077892614,23.4,11.4,14,10.4,17.6,2.1,2.2,2.1,41245
"1767","1636","2014","Meldal",57.6961770623742,53.4954407294833,55.6032306915699,23,10.9,14.3,10.8,18,2.4,2.3,2.5,40692
"1768","1636","2015","Meldal",57.0996978851964,53.0035335689046,55.0541971262919,22.4,11.8,14.7,11.2,18.2,2.6,2.6,2.6,40854
"1769","1636","2016","Meldal",57.1500757958565,52.4050632911392,54.7799696509863,22.6,11.7,14.8,11.2,18.5,2.8,2.7,3,46023
"1770","1636","2017","Meldal",56.7404426559356,52.8904665314402,54.8232323232323,22,12.2,15.2,11.2,19.3,2.7,2.5,2.9,35703
"1771","1638","2008","Orkdal",60.047238372093,58.1247733043163,59.0851334180432,19.8,15.2,16.9,12.4,21.2,3.2,4.3,2.2,96259
"1772","1638","2009","Orkdal",59.7744360902256,58.4858270541801,59.1308243727599,19.8,15.2,16.9,12.6,21.2,3.2,4.3,2.2,93986
"1773","1638","2010","Orkdal",59.3705799151344,58.4163701067616,58.8949982263214,19.7,15.1,17.6,12.8,22.2,3.2,4.2,2.3,95032
"1774","1638","2011","Orkdal",59.2696629213483,57.9114482272006,58.5921689397272,19.7,15.3,17.9,13.3,22.4,3.4,4.2,2.5,97402
"1775","1638","2012","Orkdal",59.2990978487162,57.7581641659312,58.5353049260653,19.8,15.8,18.1,13.5,22.5,3.5,4.2,2.8,100933
"1776","1638","2013","Orkdal",58.8255613126079,57.1303892476872,57.9824637555343,20,15.9,18.1,13.5,22.7,3.8,4.6,3.1,98382
"1777","1638","2014","Orkdal",58.1992468332763,56.9305219495334,57.5679394564844,20,15.9,18.1,13.5,22.7,4,4.6,3.4,97649
"1778","1638","2015","Orkdal",57.668085106383,57.0206943731828,57.3451629414776,19.4,16.1,18.2,13.3,23,4.1,4.6,3.7,110986
"1779","1638","2016","Orkdal",56.9641649763354,56.8650861333788,56.9148484591222,18.8,16.5,18.3,13.6,22.9,4.4,4.7,4.2,112994
"1780","1638","2017","Orkdal",56.717416764263,56.6790666215759,56.6983432848373,19.1,16.2,18.5,13.6,23.3,4.4,4.8,4.1,109600
"1781","1640","2008","Røros",57.703488372093,55.6834030683403,56.6725978647687,19.2,14.2,17.3,12.6,21.8,3.9,5.1,2.7,81771
"1782","1640","2009","Røros",57.985347985348,55.5241793152136,56.7319791479418,20.3,13.4,18,13.2,22.7,3.9,5.2,2.7,86752
"1783","1640","2010","Røros",57.2208075663878,55.7127697205518,56.4562410329986,20.5,13.5,18.4,13,23.5,4,5.3,2.9,90004
"1784","1640","2011","Røros",57.2001458257382,56.0958421423538,56.6385952338291,19.5,13.8,18.9,13.4,24.2,4.3,5.4,3.3,93252
"1785","1640","2012","Røros",57.0338058887677,55.9761654398878,56.4953604568166,20,13.5,19.6,13.6,25.2,4.4,5.5,3.4,100743
"1786","1640","2013","Røros",57.2984749455338,56.1199294532628,56.7006620146717,20,13.9,20,14.2,25.5,4.9,5.9,3.9,106269
"1787","1640","2014","Røros",57.0389232448163,55.6810162314749,56.3496328138993,19.8,14,20.3,14.5,25.8,5.1,5.9,4.4,112065
"1788","1640","2015","Røros",57.0178636529347,56.1052631578947,56.5528338995173,20.8,14.1,20.8,14.8,26.4,5.4,6.1,4.8,110522
"1789","1640","2016","Røros",57.3752711496746,55.5245730219589,56.433007985803,20.4,13.7,21.2,15.3,26.9,5.6,6.3,4.9,112903
"1790","1640","2017","Røros",57.0032573289902,56.2237762237762,56.6067935265872,20.6,14.6,21.7,15.6,27.6,6,6.4,5.6,115083
"1791","1648","2008","Midtre Gauldal",57.2100840336134,52.4701873935264,54.8561759729272,20.8,14.6,12.1,8.8,15.3,2,2.6,1.3,45900
"1792","1648","2009","Midtre Gauldal",58.1085581085581,54.1907024092297,56.1680672268908,23.6,13.5,12.4,8.9,16,2,2.4,1.6,46921
"1793","1648","2010","Midtre Gauldal",58.4018414995067,55.3349040727028,56.8862275449102,22.3,14.5,12.9,8.9,16.8,2,2.4,1.6,50761
"1794","1648","2011","Midtre Gauldal",58.4924292297564,55.4249244205576,56.9742310889443,24.2,14,13.5,9.3,17.7,2.2,2.4,2,52576
"1795","1648","2012","Midtre Gauldal",58.7572440437862,55.956678700361,57.3703884284089,23.1,14.4,13.9,9.7,18,2.2,2.5,1.9,52744
"1796","1648","2013","Midtre Gauldal",58.745247148289,56.7524115755627,57.7561442706671,21.4,14.8,14.4,9.8,18.9,2.2,2.3,2,52766
"1797","1648","2014","Midtre Gauldal",58.4273182957393,57.336699274219,57.8839805062097,20.4,14.6,14.8,10,19.6,3.2,3.1,3.3,53725
"1798","1648","2015","Midtre Gauldal",58.3097706566133,57.0567713288931,57.6862373737374,22,15.2,14.8,10.2,19.5,3.4,3.2,3.6,56378
"1799","1648","2016","Midtre Gauldal",58.7059942911513,56.3116057233704,57.5103207367418,21.4,15.7,15.4,10,21,3.2,3.2,3.3,62481
"1800","1648","2017","Midtre Gauldal",57.9112928593897,56.3694267515924,57.1451178984016,21.3,16.2,15.5,9.8,21.4,3.2,3,3.5,66778
"1801","1653","2008","Melhus",58.761206193969,57.3925299506695,58.0895068133084,16,17.7,16.1,12.3,20,3.2,4,2.4,38431
"1802","1653","2009","Melhus",58.6284953395473,56.9909027291813,57.8300921187308,16.4,18.4,16.4,12.3,20.5,3.3,4,2.6,42661
"1803","1653","2010","Melhus",58.3377239199157,57.1940957373431,57.7791253958628,16.2,18.2,16.6,12.3,21.1,3.4,4.1,2.7,43582
"1804","1653","2011","Melhus",58.0582017486624,56.7413441955193,57.4128293851477,17.1,18.3,17.1,12.5,21.7,3.7,4.3,3.1,46418
"1805","1653","2012","Melhus",58.2308959574198,56.6991067857619,57.4844074844075,16.7,18.8,17.6,12.8,22.4,4,4.6,3.4,44863
"1806","1653","2013","Melhus",58.7471924132768,56.6992824527071,57.7460297212832,16,18.8,18,12.8,23.2,4.2,4.8,3.5,47037
"1807","1653","2014","Melhus",58.2785563685973,56.3552242642334,57.334006563999,16.3,18.5,18.5,13.5,23.7,4.4,4.9,3.9,48366
"1808","1653","2015","Melhus",58.6538461538462,56.2532034853921,57.4767529530033,16.2,19,18.7,13.3,24.2,4.7,4.9,4.4,49214
"1809","1653","2016","Melhus",58.2354380812531,56.2216052498738,57.2440357852883,16.5,18.8,18.9,13.4,24.7,4.7,4.9,4.4,49096
"1810","1653","2017","Melhus",58.0512572533849,56.1516181841078,57.1208289644113,17.4,19,19.1,13.7,24.7,5,5.1,4.8,48916
"1811","1657","2008","Skaun",59.2661691542289,57.6848874598071,58.4887764780272,14.5,19.8,17.8,13.4,22.4,3.7,4.5,2.8,20954
"1812","1657","2009","Skaun",59.1836734693878,57.3557387444515,58.2880223706696,14.9,19.7,18.5,13.9,23.4,3.9,4.7,3.1,22200
"1813","1657","2010","Skaun",59.3054318788958,57.7525330058336,58.542106851796,14.1,19.7,19.2,14.5,24.1,4,4.8,3.2,23313
"1814","1657","2011","Skaun",58.5294972391747,57.1945701357466,57.8744819419775,14.5,20.2,19.7,14.8,24.8,4.2,4.8,3.6,25099
"1815","1657","2012","Skaun",58.1684567552289,57.5668527769615,57.8735052586083,14.1,20.7,20.3,15.3,25.6,4.4,4.9,3.9,25713
"1816","1657","2013","Skaun",58.3333333333333,57.8490893321769,58.0988380232395,14.2,20.3,20.8,15.4,26.5,4.7,5,4.3,26780
"1817","1657","2014","Skaun",58.0763199163617,58.160403813797,58.1168831168831,14,20.7,21.3,15.6,27.3,5.2,5.3,5,28938
"1818","1657","2015","Skaun",57.2405063291139,57.4233458848843,57.3291601460616,14,20.1,21.8,16,27.7,5.3,5.8,4.8,31210
"1819","1657","2016","Skaun",56.7993989481593,57.2833599149389,57.0341715022566,14,20.5,22,16.2,27.9,5.8,6.1,5.5,31224
"1820","1657","2017","Skaun",57.0136852394917,57.2671443193449,57.1375,14.2,20.6,22.2,16.3,28.4,6.1,6.3,5.8,29947
"1821","1662","2008","Klæbu",58.5719335454224,58.0798827409307,58.3303346527528,12.8,22.8,18.3,15,21.6,4.1,5.3,2.8,25816
"1822","1662","2009","Klæbu",57.4624257252709,58.4926072845294,57.9694710685126,12.2,21.6,18.5,14.8,22.1,4.3,5.4,3.2,20331
"1823","1662","2010","Klæbu",56.9921742089146,57.7917540181691,57.3866574728495,12.5,22.1,18.7,14.9,22.5,4.3,5.2,3.5,18273
"1824","1662","2011","Klæbu",57.2050938337802,57.1821305841924,57.1937563624024,12.2,22.6,18.9,15,22.8,4.6,5.6,3.7,18244
"1825","1662","2012","Klæbu",57.6884755895052,57.7937649880096,57.7403035413153,12.5,22.9,18.7,14.9,22.5,4.9,5.6,4.3,17946
"1826","1662","2013","Klæbu",56.8627450980392,57.542662116041,57.1981815120391,13.5,21.1,18.8,14.7,22.9,5,5.3,4.7,18377
"1827","1662","2014","Klæbu",57.4621959237344,57.1379781420765,57.3031825795645,13.1,20.8,18.9,14.8,23,5.4,5.7,5.1,19095
"1828","1662","2015","Klæbu",57.4983628028815,57.2254335260116,57.3644703919933,14.1,20.8,18.9,14.6,23.2,5.6,5.5,5.6,22049
